X,Y,fid,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,field_51,field_52,field_53,icon_url
-78.584694,-0.111752,"1","979986713",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS243253308,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Reserva Yanacocha,Pichincha,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.111752,-78.584694,,,,,,,1994/09/14 00:00:00,"14","9","1994","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS243253308,,,,CC_BY_4_0,,obsr338409,,,2023-01-10T19:52:30.493Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.455505,-0.157467,"2","971856424",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS218048896,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Calle de las Golondrinas,Pichincha,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.157467,-78.455505,,,,,,,2009/09/21 00:00:00,"21","9","2009","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS218048896,,,,CC_BY_4_0,,obsr194141,,,2023-01-10T19:52:55.904Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-77.57867,-1.041841,"3","964977039",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS210413732,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Payachicta,Napo,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.041841,-77.57867,,,,,,,2013/09/09 00:00:00,"9","9","2013","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS210413732,,,,CC_BY_4_0,,obsr395059,,,2023-01-10T19:51:39.610Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-77.57867,-1.041841,"4","964974354",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS210413158,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Payachicta,Napo,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.041841,-77.57867,,,,,,,2013/09/09 00:00:00,"9","9","2013","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS210413158,,,,CC_BY_4_0,,obsr426628,,,2023-01-10T20:27:06.069Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-76.280334,-0.439735,"5","941451042",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS183871028,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Sani Lodge,Sucumbíos,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.439735,-76.280334,,,,,,,2007/09/07 00:00:00,"7","9","2007","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS183871028,,,,CC_BY_4_0,,obsr395059,,,2023-01-10T19:50:57.657Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
nan,nan,"6","858785621",96c93a1e-f762-11e1-a439-00145eb45e9a,,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Cerro Compania,Pichincha,PRESENT,"1",ccd1ddc0-6c21-11de-8224-b8a03c50a862,,,,,,,,,1923/09/24 00:00:00,"24","9","1923","2481705","2481705",PRESERVED_SPECIMEN,AMNH,Birds,Skin-179914,,,,CC0_1_0,,, Olalla & Sons,,Native,2023-01-11T11:02:18.517Z,,INSTITUTION_COLLECTION_MISMATCH,,,./0.png
-78.18661,-0.513947,"7","820783365",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS172030510,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Reserva Ecológica Antisana--general area (*Please consider using a more precise hotspot or personal location when possible),Napo,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.513947,-78.18661,,,,,,,2012/09/22 00:00:00,"22","9","2012","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS172030510,,,,CC_BY_4_0,,obsr89952,,,2023-01-10T19:50:39.254Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
nan,nan,"8","683902616",ed3dff78-fb73-4b77-909a-b78f9ef78d34,GNM:Avex:7242,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)","Bartramia longicauda  (Bechstein, 1812)","(Bechstein, 1812)",EC,"Ecuador, La Carolina, 3 miles N om Quito, 9.400 fot ö.h.",,PRESENT,,45e5c621-df96-4ea7-bbc6-aa3e53b90bb8,,,,,,,,,1922/09/09 00:00:00,"9","9","1922","2481705","2481705",PRESERVED_SPECIMEN,GNM,AVES,Av ex 7242,,,,CC0_1_0,,Ludvig Söderström,,,2023-01-11T13:21:38.347Z,,INSTITUTION_MATCH_FUZZY,INSTITUTION_COLLECTION_MISMATCH,,,./0.png
nan,nan,"9","683902615",ed3dff78-fb73-4b77-909a-b78f9ef78d34,GNM:Avex:7241,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)","Bartramia longicauda  (Bechstein, 1812)","(Bechstein, 1812)",EC,"Ecuador, nära floden Guallabamba, 6.500 fot ö.h.",,PRESENT,,45e5c621-df96-4ea7-bbc6-aa3e53b90bb8,,,,,,,,,1922/09/13 00:00:00,"13","9","1922","2481705","2481705",PRESERVED_SPECIMEN,GNM,AVES,Av ex 7241,,,,CC0_1_0,,Ludvig Söderström,,,2023-01-11T13:21:38.349Z,,INSTITUTION_MATCH_FUZZY,INSTITUTION_COLLECTION_MISMATCH,,,./0.png
-78.116667,-2.316667,"10","668099906",36f15a36-6b45-442e-9c31-cd633423aee0,ae83a9c4-30b7-42f0-94c7-558eda48ab25,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Macas,Morona-Santiago,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,-2.316667,-78.116667,,,1050,,,,1939/09/09 00:00:00,"9","9","1939","2481705","2481705",PRESERVED_SPECIMEN,FMNH,Birds,"414322",,,,CC0_1_0,The Field Museum of Natural History,,,,2023-01-11T04:18:06.143Z,,COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,PRESUMED_NEGATED_LATITUDE,COLLECTION_MATCH_FUZZY,./0.png
-77.483333,-1.733333,"11","668095217",36f15a36-6b45-442e-9c31-cd633423aee0,432922de-107e-4bf7-9aa6-ef0c5fc784f3,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,"Sarayacu, Rio Bobonaza",Pastaza,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,-1.733333,-77.483333,,,,,,,1932/02/25 00:00:00,"25","2","1932","2481705","2481705",PRESERVED_SPECIMEN,FMNH,Birds,"409633",,,,CC0_1_0,The Field Museum of Natural History,,,,2023-01-11T04:18:03.003Z,,COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,PRESUMED_NEGATED_LATITUDE,COLLECTION_MATCH_FUZZY,./0.png
-79.416667,0.466667,"12","668094769",36f15a36-6b45-442e-9c31-cd633423aee0,22f36860-e72e-4dd5-bd70-51c96a490ddd,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Rio Blanco,Esmeraldas,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,0.466667,-79.416667,,,,,,,1931/09/14 00:00:00,"14","9","1931","2481705","2481705",PRESERVED_SPECIMEN,FMNH,Birds,"409185",,,,CC0_1_0,The Field Museum of Natural History,,,,2023-01-11T04:18:00.723Z,,COORDINATE_ROUNDED,GEODETIC_DATUM_ASSUMED_WGS84,COLLECTION_MATCH_FUZZY,,./0.png
-77.56393,-1.057694,"13","3684850622",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1230585252,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,"ReservaAhuanoRuna, Napo, EC (-1,058, -77,564)",Napo,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.057694,-77.56393,,,,,,,2021/09/04 00:00:00,"4","9","2021","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS1230585252,,,,CC_BY_4_0,,obsr1844423,,,2023-01-10T20:40:07.593Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-80.743546,-2.100853,"14","3681220932",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1106092575,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Pacoa--Salt Ponds (humedales) and vicinity,Santa Elena,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-2.100853,-80.743546,,,,,,,2021/03/26 00:00:00,"26","3","2021","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS1106092575,,,,CC_BY_4_0,,obsr680588,,,2023-01-10T20:38:00.911Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.72995,-0.012531,"15","3679603599",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1252247544,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Reserva Las Gralarias,Pichincha,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.012531,-78.72995,,,,,,,2021/10/07 00:00:00,"7","10","2021","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS1252247544,,,,CC_BY_4_0,,obsr1152379,,,2023-01-10T20:39:26.886Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.36495,-0.109842,"16","3662855290",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1241043545,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Quito airport pond,Pichincha,PRESENT,"4",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.109842,-78.36495,,,,,,,2021/09/19 00:00:00,"19","9","2021","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS1241043545,,,,CC_BY_4_0,,obsr420292,,,2023-01-10T20:22:20.380Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.14056,-0.484149,"17","3655845324",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1253724359,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Lago Mica,Napo,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.484149,-78.14056,,,,,,,2021/10/09 00:00:00,"9","10","2021","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS1253724359,,,,CC_BY_4_0,,obsr442961,,,2023-01-10T20:22:37.887Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-77.56393,-1.057694,"18","3642564748",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1241055094,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,"ReservaAhuanoRuna, Napo, EC (-1,058, -77,564)",Napo,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.057694,-77.56393,,,,,,,2021/09/20 00:00:00,"20","9","2021","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS1241055094,,,,CC_BY_4_0,,obsr1844423,,,2023-01-10T20:58:10.149Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-79.1801,-4.05999,"19","3638029237",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1247679183,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,"Road from Cajanuma to Vilcabamba, S of Loja",Loja,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-4.05999,-79.1801,,,,,,,2001/09/06 00:00:00,"6","9","2001","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS1247679183,,,,CC_BY_4_0,,obsr162737,,,2023-01-10T20:40:05.619Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
-78.20118,-0.332601,"20","3618721570",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1235270523,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Papallacta--La Virgen y alrededores inmediatos (Pass and immediate vicinity),Napo,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.332601,-78.20118,,,,,,,2021/09/10 00:00:00,"10","9","2021","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS1235270523,,,,CC_BY_4_0,,obsr402670,,,2023-01-10T20:37:23.708Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.72995,-0.012531,"21","3584067777",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1305279563,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Reserva Las Gralarias,Pichincha,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.012531,-78.72995,,,,,,,2021/12/29 00:00:00,"29","12","2021","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS1305279563,,,,CC_BY_4_0,,obsr2889404,,,2023-01-10T20:23:44.087Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-77.56393,-1.057694,"22","3578973623",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1236960324,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,"ReservaAhuanoRuna, Napo, EC (-1,058, -77,564)",Napo,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.057694,-77.56393,,,,,,,2021/09/13 00:00:00,"13","9","2021","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS1236960324,,,,CC_BY_4_0,,obsr1844423,,,2023-01-10T20:39:08.972Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-77.724594,-0.223315,"23","3576291420",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1236283545,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Finca la Jungla,Napo,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.223315,-77.724594,,,,,,,2021/09/04 00:00:00,"4","9","2021","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS1236283545,,,,CC_BY_4_0,,obsr353356,,,2023-01-10T20:22:14.033Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-77.56393,-1.057694,"24","3575551618",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1235283314,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,"ReservaAhuanoRuna, Napo, EC (-1,058, -77,564)",Napo,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.057694,-77.56393,,,,,,,2021/09/11 00:00:00,"11","9","2021","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS1235283314,,,,CC_BY_4_0,,obsr1844423,,,2023-01-10T20:40:11.116Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-79.1801,-4.05999,"25","3570905825",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1248267351,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,"Cajanuma N.P., S of Loja",Loja,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-4.05999,-79.1801,,,,,,,2001/09/06 00:00:00,"6","9","2001","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS1248267351,,,,CC_BY_4_0,,obsr162737,,,2023-01-10T20:22:30.018Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
-78.18661,-0.513947,"26","3554327729",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1216967322,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Reserva Ecológica Antisana--general area (*Please consider using a more precise hotspot or personal location when possible),Napo,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.513947,-78.18661,,,,,,,2012/09/22 00:00:00,"22","9","2012","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS1216967322,,,,CC_BY_4_0,,obsr283640,,,2023-01-10T20:21:45.892Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.21541,-0.310559,"27","3539201419",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1262732881,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Papallacta--Camino viejo a Pifo (old road west of pass),Pichincha,PRESENT,"2",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.310559,-78.21541,,,,,,,2021/10/20 00:00:00,"20","10","2021","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS1262732881,,,,CC_BY_4_0,,obsr235798,,,2023-01-10T20:22:49.285Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-77.877,-0.589,"28","3385699312",b1047888-ae52-4179-9dd5-5448ea342a24,https://data.biodiversitydata.nl/xeno-canto/observation/XC260379,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,"Napo: 'Cabañas San Isidro', 1-2 km SW Cosanga",,PRESENT,,1f00d75c-f6fc-4224-a595-975e82d7689c,-0.589,-77.877,,,,,,,,,,,"2481705","2481705",HUMAN_OBSERVATION,,Wildlife sounds,XC260379,,,,CC_BY_NC_4_0,Mitch Lysinger,Mitch Lysinger,,,2023-01-17T09:25:41Z,StillImage,Sound,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.9615,-0.437206,"29","3300814404",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS991271407,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Punto Verde Ecotropical,Cotopaxi,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.437206,-78.9615,,,,,,,2020/10/03 00:00:00,"3","10","2020","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS991271407,,,,CC_BY_4_0,,obsr1443135,,,2023-01-10T20:35:44.249Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.22767,0.837637,"30","3284862513",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS989994590,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Chical road--Upper elevations (1700-2350m),Carchi,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,0.837637,-78.22767,,,,,,,2020/10/02 00:00:00,"2","10","2020","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS989994590,,,,CC_BY_4_0,,obsr1202040,,,2023-01-10T20:35:49.097Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
-78.22767,0.837637,"31","3269983565",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS989929923,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Chical road--Upper elevations (1700-2350m),Carchi,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,0.837637,-78.22767,,,,,,,2020/10/02 00:00:00,"2","10","2020","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS989929923,,,,CC_BY_4_0,,obsr528710,,,2023-01-10T20:35:42.230Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
