X,Y,fid,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,field_51,field_52,field_53,icon_url
-78.47438,-0.613108,"65","2190286568",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS661942965,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,PN Cotopaxi--Laguna Limpiopungo y alrededores,Pichincha,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.613108,-78.47438,,,,,,,2018/09/02 00:00:00,"2","9","2018","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS661942965,,,,CC_BY_4_0,,obsr774667,,,2023-01-10T20:04:59.643Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.21541,-0.310559,"66","2186880804",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS659144076,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Papallacta--Camino viejo a Pifo (old road west of pass),Pichincha,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.310559,-78.21541,,,,,,,2018/09/20 00:00:00,"20","9","2018","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS659144076,,,,CC_BY_4_0,,obsr919817,,,2023-01-10T20:05:05.396Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.18661,-0.513947,"67","2150812446",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS600379641,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Reserva Ecológica Antisana--general area (*Please consider using a more precise hotspot or personal location when possible),Napo,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.513947,-78.18661,,,,,,,2012/09/22 00:00:00,"22","9","2012","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS600379641,,,,CC_BY_4_0,,obsr319327,,,2023-01-10T20:02:54.852Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-76.33765,-0.490345,"68","2129417866",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS577082865,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Sani Isla--Napo river islands,Orellana,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.490345,-76.33765,,,,,,,2007/09/07 00:00:00,"7","9","2007","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS577082865,,,,CC_BY_4_0,,obsr348757,,,2023-01-10T20:02:07.482Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.18661,-0.513947,"69","210572154",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS66292377,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Reserva Ecológica Antisana--general area (*Please consider using a more precise hotspot or personal location when possible),Napo,PRESENT,"25",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.513947,-78.18661,,,,,,,2007/09/04 00:00:00,"4","9","2007","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS66292377,,,,CC_BY_4_0,,obsr91061,,,2023-01-10T20:25:39.965Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-77.60068,-0.676654,"70","2103964465",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS547498088,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,"Wildsumaco Lodge E20, Provincia de Napo, EC (-0,677, -77,601)",Napo,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.676654,-77.60068,,,,,,,2017/10/09 00:00:00,"9","10","2017","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS547498088,,,,CC_BY_4_0,,obsr959898,,,2023-01-10T20:01:08.309Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-77.8786,-0.590204,"71","2100754971",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS535265996,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Cabañas San Isidro,Napo,PRESENT,"2",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.590204,-77.8786,,,,,,,2017/09/23 00:00:00,"23","9","2017","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS535265996,,,,CC_BY_4_0,,obsr470488,,,2023-01-10T20:00:49.964Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.36495,-0.109842,"72","2099279614",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS533532540,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Quito airport pond,Pichincha,PRESENT,"2",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.109842,-78.36495,,,,,,,2017/09/17 00:00:00,"17","9","2017","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS533532540,,,,CC_BY_4_0,,obsr546560,,,2023-01-10T20:00:47.837Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-76.61703,-0.395561,"73","2029228163",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS687580825,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Reserva Biológica Limoncocha,Sucumbíos,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.395561,-76.61703,,,,,,,1975/10/06 00:00:00,"6","10","1975","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS687580825,,,,CC_BY_4_0,,obsr7046,,,2023-01-10T20:44:11.715Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.50228,0.022492,"74","1794508308",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS546448757,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,"Reserva Geobotánica Pululahua (Upper part, >2000m)",Pichincha,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,0.022492,-78.50228,,,,,,,2012/09/13 00:00:00,"13","9","2012","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS546448757,,,,CC_BY_4_0,,obsr224391,,,2023-01-10T20:30:09.517Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
-80.83918,-1.61443,"75","1791527041",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS524269439,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Reserva Esmeralda (Fundacion Jocotoco),Manabí,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.61443,-80.83918,,,,,,,2015/04/19 00:00:00,"19","4","2015","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS524269439,,,,CC_BY_4_0,,obsr543132,,,2023-01-10T20:30:09.160Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
-78.18661,-0.513947,"76","1790063285",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS512212187,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Reserva Ecológica Antisana--general area (*Please consider using a more precise hotspot or personal location when possible),Napo,PRESENT,"60",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.513947,-78.18661,,,,,,,2007/09/04 00:00:00,"4","9","2007","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS512212187,,,,CC_BY_4_0,,obsr177921,,,2023-01-10T20:29:58.336Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-75.20358,-0.969626,"77","1761191963",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS429647763,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,"River islands between Tiputini, Nuevo Rocafuerte and Ballesteros",Orellana,PRESENT,"6",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.969626,-75.20358,,,,,,,2016/09/01 00:00:00,"1","9","2016","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS429647763,,,,CC_BY_4_0,,obsr546560,,,2023-01-10T20:42:08.561Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.36495,-0.109842,"78","1761159397",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS429662935,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Quito airport pond,Pichincha,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.109842,-78.36495,,,,,,,2016/09/07 00:00:00,"7","9","2016","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS429662935,,,,CC_BY_4_0,,obsr546560,,,2023-01-10T19:57:33.948Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.483612,-0.185278,"79","1699071798",bb5b30b4-827e-4d5e-a86a-825d65cb6583,pbdb:occ:1186268,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda (Bechstein 1812),(Bechstein 1812),EC,,,PRESENT,,b711353c-44d7-4e8b-90c5-16fea0d247e0,-0.185278,-78.483612,,0.0002778,,,,,,,,,"2481705","2481705",FOSSIL_SPECIMEN,PBDB,"152599",,,,,CC_BY_NC_4_0,,Campbell,,,2023-01-11T12:25:10.214Z,,INSTITUTION_MATCH_NONE,,,,./0.png
-78.18661,-0.513947,"80","1410976993",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS403843759,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Reserva Ecológica Antisana--general area (*Please consider using a more precise hotspot or personal location when possible),Napo,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.513947,-78.18661,,,,,,,2007/09/04 00:00:00,"4","9","2007","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS403843759,,,,CC_BY_4_0,,obsr2808,,,2023-01-10T20:30:58.016Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-77.81144,-0.967701,"81","1401971894",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS359155264,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,roadside near agencia de transito,Napo,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.967701,-77.81144,,,,,,,2015/10/07 00:00:00,"7","10","2015","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS359155264,,,,CC_BY_4_0,,obsr395059,,,2023-01-10T20:28:36.341Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-79.05233,1.202,"82","1393198696",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS349040034,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Camaronera Puro Congo,Esmeraldas,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,1.202,-79.05233,,,,,,,2015/10/16 00:00:00,"16","10","2015","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS349040034,,,,CC_BY_4_0,,obsr546560,,,2023-01-10T20:28:35.496Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
-78.755394,-1.738496,"83","1388466760",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS343866134,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Laguna de Colta,Chimborazo,PRESENT,"3",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.738496,-78.755394,,,,,,,2015/09/22 00:00:00,"22","9","2015","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS343866134,,,,CC_BY_4_0,,obsr528710,,,2023-01-10T20:28:28.447Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-76.990234,-0.446814,"84","1388059976",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS343282284,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Coca airport (former) marsh,Orellana,PRESENT,"5",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.446814,-76.990234,,,,,,,2003/04/17 00:00:00,"17","4","2003","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS343282284,,,,CC_BY_4_0,,obsr162833,,,2023-01-10T20:28:42.867Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.31298,-0.445767,"85","1384330049",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS339309943,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Reserva Antisanilla--Refugio,Pichincha,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.445767,-78.31298,,,,,,,2014/10/07 00:00:00,"7","10","2014","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS339309943,,,,CC_BY_4_0,,obsr162833,,,2023-01-10T20:31:02.178Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
-76.62,-0.4,"86","1274979657",84829fe4-f762-11e1-a439-00145eb45e9a,urn:catalog:LSUMZ:Birds:82810,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Limoncocha,Napo,PRESENT,,c361e830-181e-11da-9544-b8a03c50a862,-0.4,-76.62,,,,,,,1975/10/07 00:00:00,"7","10","1975","2481705","2481705",PRESERVED_SPECIMEN,LSUMZ,Birds,"82810",,,,CC0_1_0,,Dan A. Tallman,,,2023-01-11T09:17:07.885Z,,GEODETIC_DATUM_INVALID,GEODETIC_DATUM_ASSUMED_WGS84,COLLECTION_MATCH_FUZZY,,./0.png
-76.61703,-0.395561,"87","1207410138",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS267318425,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Reserva Biológica Limoncocha,Sucumbíos,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.395561,-76.61703,,,,,,,1975/10/07 00:00:00,"7","10","1975","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS267318425,,,,CC_BY_4_0,,obsr7046,,,2023-01-10T20:29:49.295Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.20118,-0.332601,"88","1204951262",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS308093057,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Papallacta--La Virgen y alrededores inmediatos (Pass and immediate vicinity),Napo,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.332601,-78.20118,,,,,,,2009/09/10 00:00:00,"10","9","2009","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS308093057,,,,CC_BY_4_0,,obsr340093,,,2023-01-10T20:28:42.939Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-79.17375,-4.116708,"89","1202696087",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS293565425,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,PN Podocarpus--Cajanuma,Loja,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-4.116708,-79.17375,,,,,,,2009/09/24 00:00:00,"24","9","2009","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS293565425,,,,CC_BY_4_0,,obsr163746,,,2023-01-10T20:27:51.962Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
-78.472565,-0.155401,"90","1194449131",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS279203194,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Casa Anfitriona,Pichincha,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.155401,-78.472565,,,,,,,2014/11/03 00:00:00,"3","11","2014","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS279203194,,,,CC_BY_4_0,,obsr235779,,,2023-01-10T20:30:50.032Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-78.31298,-0.445767,"91","1193488428",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS278297951,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Reserva Antisanilla--Refugio,Pichincha,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.445767,-78.31298,,,,,,,2014/10/07 00:00:00,"7","10","2014","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS278297951,,,,CC_BY_4_0,,obsr543132,,,2023-01-10T19:53:27.368Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
-78.61154,0.118575,"92","1191926342",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS276585160,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Santa Lucia Lodge,Pichincha,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,0.118575,-78.61154,,,,,,,2014/10/07 00:00:00,"7","10","2014","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS276585160,,,,CC_BY_4_0,,obsr417331,,,2023-01-10T20:27:31.197Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
-78.878,-1.528,"93","1190948269",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS275388267,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,"Ladera oeste del Cerro Achu, al suroeste del Volcán Chimborazo (parroquia: Guaranda)",Bolívar,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.528,-78.878,,,,,,,2008/09/25 00:00:00,"25","9","2008","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS275388267,,,,CC_BY_4_0,,obsr104762,,,2023-01-10T20:27:42.548Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
-78.31298,-0.445767,"94","1190714051",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS275178114,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Reserva Antisanilla--Refugio,Pichincha,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.445767,-78.31298,,,,,,,2014/10/07 00:00:00,"7","10","2014","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS275178114,,,,CC_BY_4_0,,obsr24607,,,2023-01-10T19:53:23.150Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
-78.9,-1.51,"95","1190700217",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS275370311,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,"Cerro Paparumi, al oeste-suroeste del Volcán Chimborazo (parroquia: Guaranda)",Bolívar,PRESENT,"2",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.51,-78.9,,,,,,,2008/09/24 00:00:00,"24","9","2008","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS275370311,,,,CC_BY_4_0,,obsr104762,,,2023-01-10T20:30:34.490Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
-79.76486,-2.225545,"96","1176428021",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS259324236,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,"Duran, just east of",Guayas,PRESENT,"3",e2e717bf-551a-4917-bdc9-4fa0f342c530,-2.225545,-79.76486,,,,,,,2011/04/04 00:00:00,"4","4","2011","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS259324236,,,,CC_BY_4_0,,obsr162833,,,2023-01-10T20:27:22.601Z,,CONTINENT_DERIVED_FROM_COORDINATES,,,,./0.png
-77.838135,-0.622947,"97","1149064307",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS220475904,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Cordillera Guacamayos--Road and Pass,Napo,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.622947,-77.838135,,,,,,,2010/09/09 00:00:00,"9","9","2010","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS220475904,,,,CC_BY_4_0,,obsr395059,,,2023-01-10T20:51:29.641Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
-77.838135,-0.622947,"98","1149060158",4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS218531269,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,,SPECIES,"Bartramia longicauda (Bechstein, 1812)",Bartramia longicauda,,EC,Cordillera Guacamayos--Road and Pass,Napo,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.622947,-77.838135,,,,,,,2010/09/09 00:00:00,"9","9","2010","2481705","2481705",HUMAN_OBSERVATION,CLO,EBIRD,OBS218531269,,,,CC_BY_4_0,,obsr194141,,,2023-01-10T20:50:48.135Z,,COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,,,./0.png
